"Strategy","Depth","Param","Value1","Value2","Value3","Value4","Value5"
"astr","1","hamm","1","2","3","1","0.0"
"astr","1","manh","1","2","3","1","0.0"
"bfs","1","drlu","1","2","3","1","0.0"
"bfs","1","drul","1","2","3","1","0.0"
"bfs","1","ludr","1","4","8","1","1.0"
"bfs","1","lurd","1","4","8","1","0.0"
"bfs","1","rdlu","1","2","3","1","0.0"
"bfs","1","rdul","1","2","3","1","0.0"
"bfs","1","uldr","1","4","8","1","0.0"
"bfs","1","ulrd","1","4","8","1","0.0"
"dfs","1","drlu","1","4","3","1","0.0"
"dfs","1","drul","1","4","3","1","0.0"
"dfs","1","ludr","1","153853","232088","20","395.126"
"dfs","1","lurd","11","133986","202493","20","344.791"
"dfs","1","rdlu","1","4","3","1","0.0"
"dfs","1","rdul","1","4","3","1","0.0"
"dfs","1","uldr","1","59701","90159","20","158.134"
"dfs","1","ulrd","1","212065","320414","20","559.173"
"astr","1","hamm","1","2","3","1","0.0"
"astr","1","manh","1","2","3","1","0.0"
"bfs","1","drlu","1","2","3","1","0.0"
"bfs","1","drul","1","2","3","1","0.0"
"bfs","1","ludr","1","4","8","1","0.0"
"bfs","1","lurd","1","4","8","1","0.0"
"bfs","1","rdlu","1","2","3","1","0.0"
"bfs","1","rdul","1","2","3","1","0.0"
"bfs","1","uldr","1","4","8","1","0.0"
"bfs","1","ulrd","1","4","8","1","1.0"
"dfs","1","drlu","1","4","3","1","0.0"
"dfs","1","drul","1","4","3","1","0.0"
"dfs","1","ludr","1","212065","320414","20","550.535"
"dfs","1","lurd","1","59701","90159","20","161.764"
"dfs","1","rdlu","1","4","3","1","0.0"
"dfs","1","rdul","1","4","3","1","0.0"
"dfs","1","uldr","11","133986","202493","20","355.377"
"dfs","1","ulrd","1","153853","232088","20","772.877"
"astr","2","hamm","2","3","5","2","0.0"
"astr","2","manh","2","3","5","2","0.0"
"bfs","2","drlu","2","5","9","2","0.0"
"bfs","2","drul","2","5","9","2","0.0"
"bfs","2","ludr","2","10","22","2","0.0"
"bfs","2","lurd","2","10","22","2","0.0"
"bfs","2","rdlu","2","5","9","2","1.003"
"bfs","2","rdul","2","5","9","2","0.841"
"bfs","2","uldr","2","10","22","2","0.0"
"bfs","2","ulrd","2","10","22","2","0.0"
"dfs","2","drlu","2","10","12","2","0.0"
"dfs","2","drul","2","10","12","2","1.002"
"dfs","2","ludr","-1","208703","315303","20","541.238"
"dfs","2","lurd","-1","152229","230146","20","387.564"
"dfs","2","rdlu","2","10","12","2","0.0"
"dfs","2","rdul","2","10","12","2","0.0"
"dfs","2","uldr","16","93379","141071","20","242.743"
"dfs","2","ulrd","18","101539","153382","20","262.069"
"astr","2","hamm","2","3","6","2","0.0"
"astr","2","manh","2","3","6","2","0.0"
"bfs","2","drlu","2","8","17","2","0.0"
"bfs","2","drul","2","8","17","2","0.0"
"bfs","2","ludr","2","15","33","2","0.0"
"bfs","2","lurd","2","13","30","2","0.505"
"bfs","2","rdlu","2","6","14","2","0.0"
"bfs","2","rdul","2","6","14","2","0.0"
"bfs","2","uldr","2","15","33","2","0.0"
"bfs","2","ulrd","2","13","30","2","0.0"
"dfs","2","drlu","10","3567","5356","10","9.501"
"dfs","2","drul","-1","120678","182271","20","308.363"
"dfs","2","ludr","2","181052","273430","20","470.895"
"dfs","2","lurd","2","122248","184688","20","314.643"
"dfs","2","rdlu","2","15","18","2","0.999"
"dfs","2","rdul","2","15","18","2","0.0"
"dfs","2","uldr","2","266450","402957","20","711.302"
"dfs","2","ulrd","18","173970","262961","20","522.211"
"astr","2","hamm","2","3","6","2","0.0"
"astr","2","manh","2","3","6","2","0.0"
"bfs","2","drlu","2","6","14","2","0.0"
"bfs","2","drul","2","6","14","2","0.0"
"bfs","2","ludr","2","13","30","2","0.0"
"bfs","2","lurd","2","15","33","2","0.0"
"bfs","2","rdlu","2","8","17","2","0.0"
"bfs","2","rdul","2","8","17","2","0.0"
"bfs","2","uldr","2","13","30","2","0.0"
"bfs","2","ulrd","2","15","33","2","0.994"
"dfs","2","drlu","2","15","18","2","0.0"
"dfs","2","drul","2","15","18","2","0.0"
"dfs","2","ludr","18","173970","262961","20","516.875"
"dfs","2","lurd","2","266450","402957","20","768.121"
"dfs","2","rdlu","-1","120678","182271","20","319.184"
"dfs","2","rdul","10","3567","5356","10","11.023"
"dfs","2","uldr","2","122248","184688","20","329.395"
"dfs","2","ulrd","2","181052","273430","20","484.067"
"astr","2","hamm","2","3","5","2","0.0"
"astr","2","manh","2","3","5","2","0.0"
"bfs","2","drlu","2","5","9","2","0.0"
"bfs","2","drul","2","5","9","2","0.0"
"bfs","2","ludr","2","10","22","2","1.009"
"bfs","2","lurd","2","10","22","2","0.0"
"bfs","2","rdlu","2","5","9","2","0.0"
"bfs","2","rdul","2","5","9","2","0.0"
"bfs","2","uldr","2","10","22","2","0.0"
"bfs","2","ulrd","2","10","22","2","0.0"
"dfs","2","drlu","2","10","12","2","0.0"
"dfs","2","drul","2","10","12","2","0.0"
"dfs","2","ludr","18","101539","153382","20","260.912"
"dfs","2","lurd","16","93379","141071","20","245.884"
"dfs","2","rdlu","2","10","12","2","0.0"
"dfs","2","rdul","2","10","12","2","0.0"
"dfs","2","uldr","-1","152229","230146","20","388.746"
"dfs","2","ulrd","-1","208703","315303","20","530.798"
"astr","3","hamm","3","4","6","3","0.0"
"astr","3","manh","3","4","6","3","0.0"
"bfs","3","drlu","3","8","16","3","0.0"
"bfs","3","drul","3","8","16","3","0.0"
"bfs","3","ludr","3","17","39","3","0.0"
"bfs","3","lurd","3","17","39","3","0.0"
"bfs","3","rdlu","3","8","16","3","0.0"
"bfs","3","rdul","3","8","16","3","0.0"
"bfs","3","uldr","3","17","39","3","0.0"
"bfs","3","ulrd","3","17","39","3","0.0"
"dfs","3","drlu","3","17","22","3","0.0"
"dfs","3","drul","3","17","22","3","0.0"
"dfs","3","ludr","-1","120460","181944","20","319.781"
"dfs","3","lurd","-1","113415","171200","20","302.688"
"dfs","3","rdlu","3","17","22","3","1.029"
"dfs","3","rdul","3","17","22","3","0.0"
"dfs","3","uldr","3","153852","232562","20","413.534"
"dfs","3","ulrd","-1","132049","199623","20","343.97"
"astr","3","hamm","3","4","8","3","0.999"
"astr","3","manh","3","4","8","3","0.0"
"bfs","3","drlu","3","23","47","3","0.0"
"bfs","3","drul","3","23","47","3","0.0"
"bfs","3","ludr","3","35","71","3","0.0"
"bfs","3","lurd","3","28","58","3","0.998"
"bfs","3","rdlu","3","16","34","3","0.0"
"bfs","3","rdul","3","16","34","3","1.019"
"bfs","3","uldr","3","35","71","3","0.0"
"bfs","3","ulrd","3","28","58","3","0.0"
"dfs","3","drlu","-1","162305","245128","20","425.148"
"dfs","3","drul","19","98113","147998","20","266.894"
"dfs","3","ludr","13","154743","233625","20","407.357"
"dfs","3","lurd","3","135291","204299","20","347.66"
"dfs","3","rdlu","3","35","48","3","0.0"
"dfs","3","rdul","3","35","48","3","1.0"
"dfs","3","uldr","13","97247","146903","20","254.032"
"dfs","3","ulrd","13","54417","82048","20","134.245"
"astr","3","hamm","3","4","9","3","0.0"
"astr","3","manh","3","4","9","3","0.0"
"bfs","3","drlu","3","18","37","3","0.0"
"bfs","3","drul","3","18","37","3","0.0"
"bfs","3","ludr","3","32","65","3","0.0"
"bfs","3","lurd","3","33","68","3","1.007"
"bfs","3","rdlu","3","19","40","3","0.0"
"bfs","3","rdul","3","19","40","3","0.0"
"bfs","3","uldr","3","32","65","3","0.0"
"bfs","3","ulrd","3","33","68","3","0.0"
"dfs","3","drlu","11","4847","7268","11","28.949"
"dfs","3","drul","-1","165272","249721","20","449.336"
"dfs","3","ludr","-1","162305","245128","20","428.507"
"dfs","3","lurd","19","84863","128012","20","214.531"
"dfs","3","rdlu","11","45301","68282","20","113.297"
"dfs","3","rdul","-1","232202","350971","20","599.351"
"dfs","3","uldr","19","89567","135137","20","234.476"
"dfs","3","ulrd","-1","232202","350971","20","611.982"
"astr","3","hamm","3","4","9","3","0.0"
"astr","3","manh","3","4","9","3","0.0"
"bfs","3","drlu","3","21","43","3","0.0"
"bfs","3","drul","3","21","43","3","0.0"
"bfs","3","ludr","3","35","71","3","0.0"
"bfs","3","lurd","3","30","62","3","0.0"
"bfs","3","rdlu","3","16","34","3","0.0"
"bfs","3","rdul","3","16","34","3","0.0"
"bfs","3","uldr","3","35","71","3","0.0"
"bfs","3","ulrd","3","30","62","3","0.0"
"dfs","3","drlu","17","94700","142746","20","253.546"
"dfs","3","drul","19","72142","108810","20","179.653"
"dfs","3","ludr","3","192528","290848","20","484.696"
"dfs","3","lurd","-1","115415","174382","20","286.411"
"dfs","3","rdlu","3","35","48","3","0.0"
"dfs","3","rdul","3","35","48","3","0.0"
"dfs","3","uldr","-1","165272","249721","20","418.16"
"dfs","3","ulrd","-1","162305","245128","20","411.785"
"astr","3","hamm","3","4","8","3","0.0"
"astr","3","manh","3","4","8","3","0.0"
"bfs","3","drlu","3","17","38","3","0.0"
"bfs","3","drul","3","13","28","3","0.0"
"bfs","3","ludr","3","22","49","3","0.0"
"bfs","3","lurd","3","22","49","3","0.0"
"bfs","3","rdlu","3","17","38","3","0.0"
"bfs","3","rdul","3","13","28","3","1.0"
"bfs","3","uldr","3","18","39","3","1.515"
"bfs","3","ulrd","3","18","39","3","0.0"
"dfs","3","drlu","9","2012","3003","9","6.054"
"dfs","3","drul","19","107626","162617","20","286.672"
"dfs","3","ludr","-1","250316","378255","20","643.592"
"dfs","3","lurd","-1","148081","223748","20","377.704"
"dfs","3","rdlu","9","2012","3003","9","7.871"
"dfs","3","rdul","19","134413","202936","20","343.858"
"dfs","3","uldr","3","114361","172809","20","299.355"
"dfs","3","ulrd","9","205180","309742","20","537.971"
"astr","3","hamm","3","4","9","3","0.0"
"astr","3","manh","3","4","9","3","0.0"
"bfs","3","drlu","3","16","34","3","0.0"
"bfs","3","drul","3","16","34","3","0.0"
"bfs","3","ludr","3","30","62","3","0.0"
"bfs","3","lurd","3","35","71","3","0.0"
"bfs","3","rdlu","3","21","43","3","0.0"
"bfs","3","rdul","3","21","43","3","0.0"
"bfs","3","uldr","3","30","62","3","0.0"
"bfs","3","ulrd","3","35","71","3","1.259"
"dfs","3","drlu","3","35","48","3","0.0"
"dfs","3","drul","3","35","48","3","0.0"
"dfs","3","ludr","-1","162305","245128","20","425.213"
"dfs","3","lurd","-1","165272","249721","20","444.325"
"dfs","3","rdlu","19","72142","108810","20","182.103"
"dfs","3","rdul","17","94700","142746","20","247.825"
"dfs","3","uldr","-1","115415","174382","20","289.536"
"dfs","3","ulrd","3","192528","290848","20","489.829"
"astr","3","hamm","3","4","9","3","0.0"
"astr","3","manh","3","4","9","3","0.0"
"bfs","3","drlu","3","19","40","3","0.0"
"bfs","3","drul","3","19","40","3","0.0"
"bfs","3","ludr","3","33","68","3","0.0"
"bfs","3","lurd","3","32","65","3","0.0"
"bfs","3","rdlu","3","18","37","3","0.0"
"bfs","3","rdul","3","18","37","3","0.0"
"bfs","3","uldr","3","33","68","3","0.0"
"bfs","3","ulrd","3","32","65","3","0.0"
"dfs","3","drlu","-1","232202","350971","20","1036.939"
"dfs","3","drul","11","45301","68282","20","120.186"
"dfs","3","ludr","-1","232202","350971","20","610.212"
"dfs","3","lurd","19","89567","135137","20","325.352"
"dfs","3","rdlu","-1","165272","249721","20","430.176"
"dfs","3","rdul","11","4847","7268","11","10.905"
"dfs","3","uldr","19","84863","128012","20","222.59"
"dfs","3","ulrd","-1","162305","245128","20","409.593"
"astr","3","hamm","3","4","8","3","0.0"
"astr","3","manh","3","4","8","3","0.0"
"bfs","3","drlu","3","13","28","3","0.0"
"bfs","3","drul","3","17","38","3","0.0"
"bfs","3","ludr","3","18","39","3","0.0"
"bfs","3","lurd","3","18","39","3","0.51"
"bfs","3","rdlu","3","13","28","3","0.0"
"bfs","3","rdul","3","17","38","3","0.0"
"bfs","3","uldr","3","22","49","3","0.0"
"bfs","3","ulrd","3","22","49","3","0.0"
"dfs","3","drlu","19","134413","202936","20","341.3"
"dfs","3","drul","9","2012","3003","9","5.029"
"dfs","3","ludr","9","205180","309742","20","532.43"
"dfs","3","lurd","3","114361","172809","20","298.593"
"dfs","3","rdlu","19","107626","162617","20","281.075"
"dfs","3","rdul","9","2012","3003","9","0.0"
"dfs","3","uldr","-1","148081","223748","20","379.182"
"dfs","3","ulrd","-1","250316","378255","20","637.863"
"astr","3","hamm","3","4","8","3","0.0"
"astr","3","manh","3","4","8","3","0.0"
"bfs","3","drlu","3","16","34","3","0.0"
"bfs","3","drul","3","16","34","3","0.0"
"bfs","3","ludr","3","28","58","3","0.0"
"bfs","3","lurd","3","35","71","3","0.0"
"bfs","3","rdlu","3","23","47","3","0.0"
"bfs","3","rdul","3","23","47","3","0.0"
"bfs","3","uldr","3","28","58","3","0.0"
"bfs","3","ulrd","3","35","71","3","0.0"
"dfs","3","drlu","3","35","48","3","0.0"
"dfs","3","drul","3","35","48","3","1.002"
"dfs","3","ludr","13","54417","82048","20","137.761"
"dfs","3","lurd","13","97247","146903","20","248.392"
"dfs","3","rdlu","19","98113","147998","20","253.844"
"dfs","3","rdul","-1","162305","245128","20","411.304"
"dfs","3","uldr","3","135291","204299","20","356.329"
"dfs","3","ulrd","13","154743","233625","20","399.105"
"astr","3","hamm","3","4","6","3","0.0"
"astr","3","manh","3","4","6","3","0.0"
"bfs","3","drlu","3","8","16","3","0.0"
"bfs","3","drul","3","8","16","3","0.0"
"bfs","3","ludr","3","17","39","3","0.0"
"bfs","3","lurd","3","17","39","3","0.0"
"bfs","3","rdlu","3","8","16","3","0.0"
"bfs","3","rdul","3","8","16","3","0.0"
"bfs","3","uldr","3","17","39","3","1.013"
"bfs","3","ulrd","3","17","39","3","0.0"
"dfs","3","drlu","3","17","22","3","0.0"
"dfs","3","drul","3","17","22","3","0.0"
"dfs","3","ludr","-1","132049","199623","20","334.745"
"dfs","3","lurd","3","153852","232562","20","394.334"
"dfs","3","rdlu","3","17","22","3","0.0"
"dfs","3","rdul","3","17","22","3","0.0"
"dfs","3","uldr","-1","113415","171200","20","289.491"
"dfs","3","ulrd","-1","120460","181944","20","304.32"
"astr","4","hamm","4","5","8","4","0.0"
"astr","4","manh","4","5","8","4","1.191"
"bfs","4","drlu","4","42","87","4","0.0"
"bfs","4","drul","4","42","87","4","1.082"
"bfs","4","ludr","4","56","120","4","0.0"
"bfs","4","lurd","4","39","88","4","0.0"
"bfs","4","rdlu","4","25","55","4","0.0"
"bfs","4","rdul","4","25","55","4","0.0"
"bfs","4","uldr","4","56","120","4","1.499"
"bfs","4","ulrd","4","39","88","4","0.0"
"dfs","4","drlu","4","62918","94937","20","155.935"
"dfs","4","drul","4","134548","203398","20","361.66"
"dfs","4","ludr","-1","162917","246056","20","857.502"
"dfs","4","lurd","4","102036","154117","20","295.936"
"dfs","4","rdlu","4","56","78","4","0.0"
"dfs","4","rdul","4","56","78","4","0.0"
"dfs","4","uldr","4","163728","247363","20","428.554"
"dfs","4","ulrd","-1","80027","120782","20","202.397"
"astr","4","hamm","4","5","10","4","0.0"
"astr","4","manh","4","5","10","4","0.0"
"bfs","4","drlu","4","32","68","4","0.0"
"bfs","4","drul","4","32","68","4","0.0"
"bfs","4","ludr","4","51","108","4","0.0"
"bfs","4","lurd","4","49","107","4","0.0"
"bfs","4","rdlu","4","30","67","4","0.0"
"bfs","4","rdul","4","30","67","4","0.0"
"bfs","4","uldr","4","51","108","4","0.0"
"bfs","4","ulrd","4","49","107","4","0.0"
"dfs","4","drlu","-1","208703","315303","20","547.491"
"dfs","4","drul","-1","152229","230146","20","403.916"
"dfs","4","ludr","-1","162917","246056","20","432.589"
"dfs","4","lurd","-1","115391","174329","20","305.367"
"dfs","4","rdlu","4","44750","67513","20","114.199"
"dfs","4","rdul","16","41269","62262","20","115.407"
"dfs","4","uldr","-1","181933","274938","20","510.772"
"dfs","4","ulrd","-1","80027","120782","20","199.563"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","56","110","4","0.0"
"bfs","4","drul","4","56","110","4","0.0"
"bfs","4","ludr","4","73","151","4","1.208"
"bfs","4","lurd","4","53","113","4","0.0"
"bfs","4","rdlu","4","36","72","4","0.0"
"bfs","4","rdul","4","36","72","4","0.0"
"bfs","4","uldr","4","73","151","4","1.0"
"bfs","4","ulrd","4","53","113","4","0.0"
"dfs","4","drlu","18","185873","280652","20","470.826"
"dfs","4","drul","-1","289767","438341","20","1334.636"
"dfs","4","ludr","18","114778","173270","20","352.228"
"dfs","4","lurd","-1","120678","182271","20","309.765"
"dfs","4","rdlu","4","73","106","4","0.0"
"dfs","4","rdul","4","73","106","4","0.0"
"dfs","4","uldr","-1","120678","182271","20","442.42"
"dfs","4","ulrd","4","150696","227478","20","390.239"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","61","127","4","0.0"
"bfs","4","drul","4","48","102","4","0.521"
"bfs","4","ludr","4","61","121","4","0.0"
"bfs","4","lurd","4","61","121","4","0.0"
"bfs","4","rdlu","4","61","127","4","8.274"
"bfs","4","rdul","4","48","102","4","0.0"
"bfs","4","uldr","4","48","96","4","0.0"
"bfs","4","ulrd","4","48","96","4","1.0"
"dfs","4","drlu","-1","165500","249865","20","430.108"
"dfs","4","drul","-1","120678","182271","20","305.861"
"dfs","4","ludr","-1","197594","298430","20","497.653"
"dfs","4","lurd","-1","289767","438341","20","839.333"
"dfs","4","rdlu","10","68977","104118","20","181.806"
"dfs","4","rdul","4","65510","98889","20","191.045"
"dfs","4","uldr","-1","289767","438341","20","831.546"
"dfs","4","ulrd","4","152896","230826","20","515.827"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","27","58","4","0.0"
"bfs","4","drul","4","27","58","4","0.0"
"bfs","4","ludr","4","48","102","4","0.999"
"bfs","4","lurd","4","54","117","4","0.0"
"bfs","4","rdlu","4","33","73","4","0.0"
"bfs","4","rdul","4","33","73","4","0.0"
"bfs","4","uldr","4","48","102","4","0.0"
"bfs","4","ulrd","4","54","117","4","0.0"
"dfs","4","drlu","12","8273","12454","12","23.666"
"dfs","4","drul","4","44846","67697","20","118.649"
"dfs","4","ludr","4","156892","236966","20","412.701"
"dfs","4","lurd","16","102278","154481","20","269.496"
"dfs","4","rdlu","4","54378","82075","20","137.121"
"dfs","4","rdul","-1","79141","119501","20","199.29"
"dfs","4","uldr","16","110554","166959","20","292.424"
"dfs","4","ulrd","-1","80027","120782","20","204.638"
"astr","4","hamm","4","5","12","4","0.0"
"astr","4","manh","4","5","12","4","0.0"
"bfs","4","drlu","4","51","100","4","0.0"
"bfs","4","drul","4","51","100","4","0.0"
"bfs","4","ludr","4","70","145","4","0.0"
"bfs","4","lurd","4","58","123","4","1.166"
"bfs","4","rdlu","4","39","78","4","0.0"
"bfs","4","rdul","4","39","78","4","0.0"
"bfs","4","uldr","4","70","145","4","0.0"
"bfs","4","ulrd","4","58","123","4","0.997"
"dfs","4","drlu","16","61417","92745","20","175.267"
"dfs","4","drul","-1","289767","438341","20","780.115"
"dfs","4","ludr","-1","165500","249865","20","430.044"
"dfs","4","lurd","18","86196","130125","20","217.18"
"dfs","4","rdlu","-1","289767","438341","20","772.178"
"dfs","4","rdul","4","30089","45343","20","75.362"
"dfs","4","uldr","-1","120678","182271","20","312.027"
"dfs","4","ulrd","-1","165500","249865","20","436.841"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","37","80","4","0.0"
"bfs","4","drul","4","42","92","4","0.0"
"bfs","4","ludr","4","41","86","4","0.0"
"bfs","4","lurd","4","39","83","4","1.0"
"bfs","4","rdlu","4","35","77","4","0.0"
"bfs","4","rdul","4","40","89","4","0.996"
"bfs","4","uldr","4","46","98","4","1.457"
"bfs","4","ulrd","4","44","95","4","0.0"
"dfs","4","drlu","12","78982","119179","20","201.174"
"dfs","4","drul","-1","115391","174329","20","294.228"
"dfs","4","ludr","-1","208703","315303","20","530.323"
"dfs","4","lurd","4","117325","177319","20","297.737"
"dfs","4","rdlu","4","56932","85903","20","141.322"
"dfs","4","rdul","-1","80027","120782","20","197.662"
"dfs","4","uldr","-1","123896","187287","20","313.888"
"dfs","4","ulrd","-1","79141","119501","20","196.67"
"astr","4","hamm","4","5","12","4","0.522"
"astr","4","manh","4","5","12","4","0.0"
"bfs","4","drlu","4","41","81","4","0.0"
"bfs","4","drul","4","41","81","4","0.0"
"bfs","4","ludr","4","60","126","4","1.029"
"bfs","4","lurd","4","68","142","4","0.0"
"bfs","4","rdlu","4","49","97","4","0.0"
"bfs","4","rdul","4","49","97","4","0.0"
"bfs","4","uldr","4","60","126","4","0.0"
"bfs","4","ulrd","4","68","142","4","1.003"
"dfs","4","drlu","12","36365","54812","20","89.16"
"dfs","4","drul","-1","289767","438341","20","737.344"
"dfs","4","ludr","-1","165500","249865","20","421.737"
"dfs","4","lurd","-1","120678","182271","20","313.89"
"dfs","4","rdlu","-1","289767","438341","20","735.93"
"dfs","4","rdul","-1","197594","298430","20","518.226"
"dfs","4","uldr","-1","120678","182271","20","315.13"
"dfs","4","ulrd","-1","165500","249865","20","425.123"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","35","76","4","0.0"
"bfs","4","drul","4","35","76","4","0.99"
"bfs","4","ludr","4","56","120","4","1.015"
"bfs","4","lurd","4","46","99","4","0.0"
"bfs","4","rdlu","4","25","55","4","0.0"
"bfs","4","rdul","4","25","55","4","0.0"
"bfs","4","uldr","4","56","120","4","0.968"
"bfs","4","ulrd","4","46","99","4","0.0"
"dfs","4","drlu","-1","79141","119501","20","198.882"
"dfs","4","drul","18","111998","169218","20","290.838"
"dfs","4","ludr","-1","80027","120782","20","204.386"
"dfs","4","lurd","18","137134","207175","20","355.527"
"dfs","4","rdlu","4","56","78","4","1.46"
"dfs","4","rdul","4","56","78","4","1.01"
"dfs","4","uldr","-1","115391","174329","20","291.073"
"dfs","4","ulrd","-1","162917","246056","20","408.794"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","42","92","4","0.0"
"bfs","4","drul","4","37","80","4","0.0"
"bfs","4","ludr","4","46","98","4","1.014"
"bfs","4","lurd","4","44","95","4","0.0"
"bfs","4","rdlu","4","40","89","4","0.0"
"bfs","4","rdul","4","35","77","4","0.0"
"bfs","4","uldr","4","41","86","4","0.0"
"bfs","4","ulrd","4","39","83","4","0.0"
"dfs","4","drlu","-1","80027","120782","20","234.22"
"dfs","4","drul","18","112658","170055","20","288.452"
"dfs","4","ludr","-1","79141","119501","20","201.565"
"dfs","4","lurd","-1","123896","187287","20","329.94"
"dfs","4","rdlu","-1","115391","174329","20","290.586"
"dfs","4","rdul","4","74819","112872","20","202.203"
"dfs","4","uldr","-1","152229","230146","20","397.256"
"dfs","4","ulrd","-1","208703","315303","20","530.615"
"astr","4","hamm","4","5","10","4","0.0"
"astr","4","manh","4","5","10","4","1.004"
"bfs","4","drlu","4","27","60","4","0.543"
"bfs","4","drul","4","27","60","4","0.0"
"bfs","4","ludr","4","54","115","4","0.0"
"bfs","4","lurd","4","54","115","4","0.0"
"bfs","4","rdlu","4","27","60","4","0.0"
"bfs","4","rdul","4","27","60","4","0.0"
"bfs","4","uldr","4","54","115","4","0.0"
"bfs","4","ulrd","4","54","115","4","0.0"
"dfs","4","drlu","10","3193","4778","10","5.876"
"dfs","4","drul","-1","181933","274938","20","471.873"
"dfs","4","ludr","-1","79141","119501","20","202.409"
"dfs","4","lurd","16","93360","141042","20","258.91"
"dfs","4","rdlu","10","3193","4778","10","8.983"
"dfs","4","rdul","-1","162917","246056","20","418.935"
"dfs","4","uldr","-1","152229","230146","20","404.91"
"dfs","4","ulrd","4","192608","290913","20","489.235"
"astr","4","hamm","4","6","11","4","0.0"
"astr","4","manh","4","6","11","4","0.0"
"bfs","4","drlu","4","22","50","4","0.0"
"bfs","4","drul","4","30","67","4","0.0"
"bfs","4","ludr","4","29","66","4","0.0"
"bfs","4","lurd","4","29","66","4","0.0"
"bfs","4","rdlu","4","22","50","4","0.0"
"bfs","4","rdul","4","30","67","4","0.0"
"bfs","4","uldr","4","37","83","4","0.0"
"bfs","4","ulrd","4","37","83","4","0.0"
"dfs","4","drlu","4","39502","59585","20","103.154"
"dfs","4","drul","4","90005","136051","20","249.393"
"dfs","4","ludr","18","90326","136374","20","233.486"
"dfs","4","lurd","-1","99471","150359","20","255.244"
"dfs","4","rdlu","-1","180000","272065","20","457.168"
"dfs","4","rdul","8","40054","60428","20","99.036"
"dfs","4","uldr","-1","99471","150359","20","250.225"
"dfs","4","ulrd","-1","121613","183623","20","304.439"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","25","55","4","0.995"
"bfs","4","drul","4","25","55","4","0.0"
"bfs","4","ludr","4","46","99","4","1.003"
"bfs","4","lurd","4","56","120","4","1.015"
"bfs","4","rdlu","4","35","76","4","0.0"
"bfs","4","rdul","4","35","76","4","0.0"
"bfs","4","uldr","4","46","99","4","0.0"
"bfs","4","ulrd","4","56","120","4","0.0"
"dfs","4","drlu","4","56","78","4","0.0"
"dfs","4","drul","4","56","78","4","0.0"
"dfs","4","ludr","-1","162917","246056","20","417.652"
"dfs","4","lurd","-1","115391","174329","20","289.206"
"dfs","4","rdlu","18","111998","169218","20","337.086"
"dfs","4","rdul","-1","79141","119501","20","194.108"
"dfs","4","uldr","18","137134","207175","20","384.327"
"dfs","4","ulrd","-1","80027","120782","20","205.718"
"astr","4","hamm","4","5","12","4","0.0"
"astr","4","manh","4","5","12","4","1.001"
"bfs","4","drlu","4","49","97","4","0.0"
"bfs","4","drul","4","49","97","4","0.0"
"bfs","4","ludr","4","68","142","4","0.0"
"bfs","4","lurd","4","60","126","4","0.0"
"bfs","4","rdlu","4","41","81","4","1.008"
"bfs","4","rdul","4","41","81","4","0.0"
"bfs","4","uldr","4","68","142","4","0.999"
"bfs","4","ulrd","4","60","126","4","1.006"
"dfs","4","drlu","-1","197594","298430","20","543.284"
"dfs","4","drul","-1","289767","438341","20","793.357"
"dfs","4","ludr","-1","165500","249865","20","475.569"
"dfs","4","lurd","-1","120678","182271","20","327.92"
"dfs","4","rdlu","-1","289767","438341","20","750.64"
"dfs","4","rdul","12","36365","54812","20","94.5"
"dfs","4","uldr","-1","120678","182271","20","310.647"
"dfs","4","ulrd","-1","165500","249865","20","483.679"
"astr","4","hamm","4","5","11","4","0.0"
"astr","4","manh","4","5","11","4","0.0"
"bfs","4","drlu","4","35","77","4","0.0"
"bfs","4","drul","4","40","89","4","0.0"
"bfs","4","ludr","4","39","83","4","0.0"
"bfs","4","lurd","4","41","86","4","0.0"
"bfs","4","rdlu","4","37","80","4","0.0"
"bfs","4","rdul","4","42","92","4","0.0"
"bfs","4","uldr","4","44","95","4","0.0"
"bfs","4","ulrd","4","46","98","4","0.997"
"dfs","4","drlu","4","74819","112872","20","185.423"
"dfs","4","drul","-1","115391","174329","20","301.067"
"dfs","4","ludr","-1","208703","315303","20","550.84"
"dfs","4","lurd","-1","152229","230146","20","423.541"
"dfs","4","rdlu","18","112658","170055","20","298.037"
"dfs","4","rdul","-1","80027","120782","20","195.006"
"dfs","4","uldr","-1","123896","187287","20","314.239"
"dfs","4","ulrd","-1","79141","119501","20","206.212"
"astr","4","hamm","4","5","12","4","0.0"
"astr","4","manh","4","5","12","4","0.0"
"bfs","4","drlu","4","39","78","4","0.0"
"bfs","4","drul","4","39","78","4","0.0"
